A,1,121.177773,31.361129,100
A,2,121.527975,31.224505,100
A,3,121.400688,31.63036,100
A,4,121.179808,30.822012,100
A,5,121.477745,31.232515,100
A,6,121.265374,31.375869,100
A,7,121.717056,31.241249,100
A,8,121.409364,31.636026,100
A,9,121.447406,31.32447,100
A,10,121.457182,31.225103,100
A,11,121.403393,31.15931,100
A,12,121.4491,31.20219,100
A,13,121.493506,31.399492,100
A,14,121.40267,31.202916,100
A,15,121.456035,31.23124,100
A,16,121.485883,31.284715,100
A,17,121.266701,31.100308,100
A,18,121.4883,31.237651,100
A,19,121.538069,31.263921,100
A,20,121.339297,30.739585,100
A,21,121.500779,31.394407,100
A,22,121.523237,31.210571,100
A,23,121.112172,31.156232,100
A,24,121.209389,31.421669,100
A,25,121.355651,30.73335,100
A,26,121.436522,31.247266,100
A,27,121.44141,31.237732,100
A,28,121.476464,31.127216,100
A,29,121.268476,31.124868,100
A,30,121.452171,31.288359,100
A,31,121.517838,31.179083,100
A,32,121.488189,31.26541,100
A,33,121.308444,31.205778,100
A,34,121.393223,31.623567,100
A,35,121.498798,31.39439,100
A,36,121.500763,31.214303,100
A,37,121.48273,31.235311,100
A,38,121.432394,31.191908,100
A,39,121.268422,31.369936,100
A,40,121.085862,30.988332,100
A,41,121.227316,31.245667,100
A,42,121.304189,31.024096,100
A,43,121.658468,31.290572,100
A,44,121.196206,31.149029,100
A,45,121.808208,31.497888,100
A,46,121.422453,31.22142,100
A,47,121.500003,31.270664,100
A,48,121.205,31.012979,100
A,49,121.490123,31.404376,100
A,50,121.44157,31.237792,100
A,51,121.487329,31.24249,100
A,52,121.354398,31.187685,100
A,53,121.425184,31.648569,100
A,54,121.478869,31.22254,100
A,55,121.387609,31.475515,100
A,56,121.506449,31.212084,100
A,57,121.444032,31.341063,100
A,58,121.323531,31.092628,100
A,59,121.189022,31.784134,100
A,60,121.283631,31.46486,100
A,61,121.439451,31.25877,100
A,62,121.401701,31.231377,100
A,63,121.41086,31.180489,100
A,64,121.18226,30.827106,100
A,65,121.480627,31.33957,100
A,66,121.496111,31.081649,100
A,67,121.457855,31.163641,100
A,68,121.455493,31.654191,100
A,69,121.17878,31.094971,100
A,70,121.475085,31.258012,100
A,71,121.431816,31.241431,100
A,72,121.442049,31.259076,100
A,73,121.693644,31.388903,100
A,74,121.180979,31.198744,100
A,75,121.452861,31.231583,100
A,76,121.435298,31.200636,100
A,77,121.12426,31.149791,100
A,78,121.487693,31.259137,100
A,79,121.585084,31.1501,100
A,80,121.582769,31.267073,100
A,81,121.080648,31.154287,100
A,82,121.239337,31.355255,100
A,83,121.218541,31.02572,100
A,84,121.391002,31.206133,100
A,85,121.409365,31.636026,100
A,86,121.272133,31.296687,100
A,87,121.36318,30.763023,100
A,88,121.234922,30.944371,100
A,89,121.473885,31.199172,100
A,90,121.539982,31.297601,100
